1	0.204191
2	0.137114
3	0.146243
4	0.146622
5	0.136824
6	0.136025
7	0.129067
8	0.126235
9	0.114904
10	0.109841
11	0.105679
12	0.104792
13	0.102159
14	0.098485
15	0.091701
16	0.089095
17	0.084882
18	0.085888
19	0.081307
20	0.077036
21	0.073719
22	0.067480
23	0.069696
24	0.068958
25	0.069457
26	0.066869
27	0.066520
28	0.065333
29	0.063252
30	0.061351
31	0.060491
32	0.062338
33	0.064247
34	0.060329
35	0.059265
36	0.060395
37	0.060136
38	0.061220
39	0.061094
40	0.061562
41	0.061015
42	0.059491
43	0.060422
44	0.059971
45	0.057762
46	0.057554
47	0.060690
48	0.056469
49	0.057817
50	0.059734
