1	2.906630
2	2.733791
3	2.687505
4	2.587670
5	2.487528
6	2.410783
7	2.319235
8	2.243124
9	2.206138
10	2.268334
11	2.227289
12	2.234386
13	2.254710
14	2.244396
15	2.211050
16	2.238322
17	2.256085
18	2.213458
19	2.216323
20	2.215360
21	2.206398
22	2.222363
23	2.229034
24	2.230115
25	2.201069
26	2.190894
27	2.214186
28	2.192509
29	2.211536
30	2.222730
31	2.197714
32	2.198808
33	2.220500
34	2.222259
35	2.193215
36	2.220076
37	2.192691
38	2.209667
39	2.206564
40	2.210029
41	2.172151
42	2.194686
43	2.198019
44	2.193899
45	2.194850
46	2.167516
47	2.145042
48	2.194728
49	2.147421
50	2.173878
