1	1.298964
2	0.652825
3	0.538931
4	0.475180
5	0.429740
6	0.388625
7	0.358553
8	0.326809
9	0.317482
10	0.301852
11	0.297778
12	0.282747
13	0.277175
14	0.268740
15	0.258977
16	0.253729
17	0.247127
18	0.243587
19	0.235118
20	0.240237
21	0.231326
22	0.221882
23	0.217416
24	0.211980
25	0.212196
26	0.208030
27	0.202143
28	0.201095
29	0.205768
30	0.194621
31	0.195326
32	0.196575
33	0.191503
34	0.192999
35	0.186653
36	0.188253
37	0.189508
38	0.182803
39	0.181814
40	0.177647
41	0.176599
42	0.174469
43	0.176807
44	0.172052
45	0.171640
46	0.174178
47	0.171993
48	0.170423
49	0.170532
50	0.177817
