1	3.757119
2	3.113165
3	3.075720
4	3.069615
5	3.086074
6	3.066835
7	3.055683
8	3.099157
9	3.120979
10	3.062344
11	3.091062
12	3.084477
13	3.068904
14	3.059587
15	3.072083
16	3.075692
17	3.083106
18	3.078719
19	3.083833
20	3.108855
21	3.104750
22	3.077337
23	3.105137
24	3.099740
25	3.072121
26	3.108159
27	3.069324
28	3.119691
29	3.079007
30	3.100577
31	3.019090
32	3.091441
33	3.045775
34	3.103826
35	3.144305
36	3.093694
37	3.065100
38	3.051709
39	3.141069
40	3.080028
41	3.093014
42	3.071799
43	3.058976
44	3.077110
45	3.050487
46	3.071028
47	3.077894
48	3.079712
49	3.087886
50	3.059903
51	3.081485
52	3.049068
53	3.052577
54	3.050030
55	3.032106
56	3.040717
57	3.088100
58	3.090995
59	3.087774
60	3.055430
61	3.076382
62	3.045312
63	3.099625
64	3.000000
65	3.032866
66	3.031702
67	3.060977
68	3.054653
69	3.044710
70	3.012136
71	3.019081
72	3.056086
73	3.060680
74	3.010324
75	3.027533
76	3.011746
77	3.037318
78	2.961964
79	3.042536
80	3.100631
81	2.988974
82	3.041320
83	3.107359
84	3.064491
85	2.966552
86	3.006294
87	3.022459
88	3.042670
89	2.999164
90	3.041542
91	3.048791
92	3.016836
93	3.048805
94	3.062548
95	3.046048
96	3.023923
97	3.021504
98	2.962327
99	3.057852
100	3.038867
