1	3.332337
2	2.699000
3	2.685441
4	2.573384
5	2.483531
6	2.403985
7	2.428776
8	2.449876
9	2.398425
10	2.390274
11	2.382627
12	2.441938
13	2.375594
14	2.412212
15	2.406809
16	2.414548
17	2.359042
18	2.332025
19	2.383872
20	2.452277
21	2.413929
22	2.399116
23	2.412257
24	2.389664
25	2.357513
26	2.396860
27	2.366755
28	2.354010
29	2.353498
30	2.382079
31	2.389421
32	2.445039
33	2.374384
34	2.380769
35	2.364539
36	2.389675
37	2.359459
38	2.393315
39	2.382855
40	2.440668
41	2.389111
42	2.385872
43	2.366281
44	2.409652
45	2.434255
46	2.419361
47	2.394106
48	2.421288
49	2.376509
50	2.377302
51	2.387621
52	2.379147
53	2.380955
54	2.400100
55	2.394272
56	2.374319
57	2.399170
58	2.442877
59	2.393624
60	2.387467
61	2.347354
62	2.408739
63	2.367726
64	2.412373
65	2.401001
66	2.354117
67	2.390387
68	2.402923
69	2.399496
70	2.380453
71	2.386829
72	2.383441
73	2.420213
74	2.352439
75	2.378668
76	2.375695
77	2.341762
78	2.369117
79	2.447418
80	2.365520
81	2.410203
82	2.385814
83	2.377924
84	2.362105
85	2.376942
86	2.392871
87	2.414447
88	2.701175
89	2.398036
90	2.468631
91	2.404257
92	2.379138
93	2.431445
94	2.376587
95	2.503226
96	2.373087
97	2.398649
98	2.371236
99	2.372867
100	2.393532
