1	0.144356
2	0.115260
3	0.088442
4	0.081923
5	0.069155
6	0.065521
7	0.061453
8	0.061012
9	0.059148
10	0.059083
11	0.058476
12	0.053742
13	0.053759
14	0.054095
15	0.059125
16	0.054529
17	0.055562
18	0.053244
19	0.051278
20	0.048505
21	0.048749
22	0.050274
23	0.048429
24	0.049826
25	0.048494
26	0.048823
27	0.049740
28	0.050291
29	0.048639
30	0.047577
31	0.043924
32	0.049050
33	0.046847
34	0.044082
35	0.043711
36	0.042410
37	0.041877
38	0.045139
39	0.044746
40	0.040336
41	0.039907
42	0.042731
43	0.040881
44	0.040391
45	0.042371
46	0.042434
47	0.044996
48	0.041647
49	0.039055
50	0.040386
