1	0.165275
2	0.136378
3	0.130584
4	0.111038
5	0.099573
6	0.097658
7	0.087414
8	0.082289
9	0.076976
10	0.079609
11	0.073267
12	0.069510
13	0.066457
14	0.061609
15	0.062258
16	0.061157
17	0.059865
18	0.059783
19	0.060233
20	0.055685
21	0.055342
22	0.050294
23	0.052070
24	0.053962
25	0.049561
26	0.053421
27	0.053753
28	0.050255
29	0.053138
30	0.050422
31	0.047011
32	0.054227
33	0.049570
34	0.045496
35	0.051212
36	0.050715
37	0.048252
38	0.048688
39	0.047050
40	0.048213
41	0.048996
42	0.048337
43	0.052967
44	0.045000
45	0.044631
46	0.045773
47	0.045668
48	0.045544
49	0.043053
50	0.046128
