1	4.544911
2	3.339760
3	3.132018
4	3.109610
5	3.079493
6	3.116820
7	3.079835
8	3.107783
9	3.065835
10	3.106693
11	3.062166
12	3.090184
13	3.066093
14	3.088398
15	3.040032
16	3.061954
17	3.049134
18	3.094405
19	3.073895
20	3.053311
21	3.099905
22	3.034494
23	3.043355
24	3.033883
25	3.060143
26	3.071976
27	3.056477
28	3.041600
29	2.878036
30	3.010158
31	3.019544
32	2.883344
33	2.950376
34	2.945401
35	2.954645
36	2.992488
37	3.021907
38	2.970849
39	2.945292
40	2.958586
41	2.940775
42	2.919190
43	2.871754
44	3.062677
45	2.929370
46	2.894507
47	2.874813
48	2.801577
49	2.926909
50	3.055242
51	2.940892
52	2.926969
53	2.721593
54	2.980362
55	2.833120
56	2.868412
57	2.937611
58	2.941686
59	2.819177
60	2.827809
61	2.850136
62	2.864246
63	2.731845
64	2.789449
65	2.957709
66	2.879858
67	2.918131
68	2.829153
69	2.983980
70	2.799559
71	2.995893
72	2.771211
73	2.923257
74	2.745037
75	3.001208
76	2.886013
77	2.972555
78	2.869603
79	2.840182
80	2.838051
81	2.768875
82	2.773271
83	2.831054
84	2.990744
85	2.809952
86	2.816765
87	2.868787
88	2.861077
89	2.872796
90	2.772065
91	2.986461
92	2.901345
93	2.879105
94	2.885518
95	2.958356
96	2.885422
97	2.883800
98	2.902253
99	2.872491
100	2.819109
