1	20.333073
2	5.716222
3	1.204303
4	0.258801
5	0.170882
6	0.154167
7	0.137548
8	0.136020
9	0.125311
10	0.122290
11	0.114791
12	0.112915
13	0.109458
14	0.112429
15	0.113767
16	0.105238
17	0.105529
18	0.109259
19	0.103895
20	0.104922
21	0.096246
22	0.105816
23	0.097869
24	0.099913
25	0.101818
26	0.102671
27	0.097021
28	0.100978
29	0.094498
30	0.096371
31	0.095600
32	0.098188
33	0.093966
34	0.094190
35	0.094136
36	0.091184
37	0.090580
38	0.091083
39	0.093395
40	0.090245
41	0.090806
42	0.090100
43	0.092473
44	0.085337
45	0.083999
46	0.085327
47	0.086834
48	0.083716
49	0.081354
50	0.085380
